"","data_id","treat","age","education","black","hispanic","married","nodegree","re74","re75","re78"
"44","PSID",0,31,12,0,0,1,0,0,0,0
"45","PSID",0,36,12,1,0,1,0,0,0,17732.71875
"46","PSID",0,44,13,0,0,1,0,0,0,0
"47","PSID",0,28,17,0,0,1,0,0,0,0
"48","PSID",0,30,17,0,0,1,0,0,0,0
"49","PSID",0,42,16,0,0,1,0,0,0,0
"50","PSID",0,30,12,0,0,1,0,0,0,0
"51","PSID",0,27,16,0,0,1,0,0,0,0
"52","PSID",0,37,12,0,0,1,0,0,0,0
"53","PSID",0,37,12,0,0,1,0,0,0,0
"54","PSID",0,45,12,0,0,1,0,0,0,22165.8984375
"55","PSID",0,35,16,0,0,1,0,0,0,0
"56","PSID",0,37,17,0,0,1,0,0,0,66497.6953125
"57","PSID",0,27,17,0,0,1,0,0,0,0
"58","PSID",0,47,14,0,0,1,0,0,0,0
"59","PSID",0,48,12,0,0,1,0,0,0,0
"60","PSID",0,42,12,0,0,1,0,0,0,0
"61","PSID",0,43,12,0,0,1,0,0,0,0
"62","PSID",0,46,12,0,0,1,0,0,0,0
"63","PSID",0,46,12,0,0,1,0,0,0,0
"64","PSID",0,46,12,0,0,1,0,0,0,0
"65","PSID",0,29,16,0,0,1,0,0,0,8396.4423828125
"66","PSID",0,39,13,0,0,1,0,0,0,0
"67","PSID",0,32,12,0,0,1,0,0,0,0
"68","PSID",0,48,16,0,0,1,0,0,0,0
"69","PSID",0,48,16,0,0,1,0,0,0,0
"70","PSID",0,41,13,0,0,1,0,0,0,0
"71","PSID",0,42,13,0,0,1,0,0,0,0
"72","PSID",0,42,13,0,0,1,0,0,0,0
"73","PSID",0,42,13,0,0,1,0,0,0,0
"74","PSID",0,54,13,0,0,1,0,0,0,0
"75","PSID",0,29,14,0,0,1,0,0,0,0
"76","PSID",0,54,12,0,0,1,0,0,0,0
"77","PSID",0,54,12,0,0,1,0,0,0,0
"78","PSID",0,26,14,0,0,1,0,0,0,0
"79","PSID",0,43,17,0,0,1,0,0,0,36943.1640625
"80","PSID",0,54,12,0,0,1,0,0,0,0
"81","PSID",0,37,12,0,0,1,0,0,0,0
"82","PSID",0,54,16,0,0,1,0,0,0,0
"83","PSID",0,48,17,0,0,1,0,0,0,0
"84","PSID",0,44,12,0,0,1,0,0,0,0
"85","PSID",0,54,12,0,0,1,0,0,0,0
"86","PSID",0,38,12,0,0,1,0,0,0,0
"87","PSID",0,37,13,0,0,1,0,0,0,0
"88","PSID",0,27,17,0,0,1,0,0,0,0
"89","PSID",0,51,12,0,0,1,0,0,0,0
"90","PSID",0,39,12,0,0,1,0,0,0,0
"91","PSID",0,55,14,0,0,1,0,0,0,0
"92","PSID",0,54,13,0,0,1,0,0,0,0
"93","PSID",0,54,13,0,0,1,0,0,0,0
"94","PSID",0,34,12,0,0,1,0,0,0,0
"95","PSID",0,50,14,0,0,1,0,0,0,0
"96","PSID",0,50,12,0,0,1,0,0,0,0
"97","PSID",0,21,14,0,1,0,0,0,71.6128997802734,3657.37329101562
"98","PSID",0,26,12,0,0,1,0,0,71.6128997802734,0
"99","PSID",0,21,13,0,0,0,0,0,692.854858398438,2659.90771484375
"100","PSID",0,23,16,0,0,1,0,0,1521.77416992188,0
"101","PSID",0,21,15,0,0,0,0,0,3222.58056640625,14777.265625
"102","PSID",0,23,14,0,0,0,0,0,3401.61279296875,5319.81591796875
"103","PSID",0,27,16,0,0,1,0,0,4833.87109375,0
"104","PSID",0,25,12,0,0,1,0,0,5729.0322265625,26599.078125
"105","PSID",0,27,17,0,0,0,0,0,6087.0966796875,7388.6328125
"106","PSID",0,55,12,0,0,1,0,0,6266.12890625,10344.0859375
"107","PSID",0,20,12,0,0,1,0,0,7161.29052734375,0
"108","PSID",0,18,12,0,0,1,0,0,8056.45166015625,19210.4453125
"109","PSID",0,27,12,0,0,1,0,0,8235.484375,20688.171875
"110","PSID",0,28,16,0,0,1,0,0,8951.61328125,36943.1640625
"111","PSID",0,36,12,1,0,1,0,0,8951.61328125,11821.8134765625
"112","PSID",0,33,13,1,0,1,0,0,10741.9345703125,20688.171875
"113","PSID",0,36,12,0,0,1,0,0,10741.9345703125,0
"114","PSID",0,27,13,0,0,1,0,0,16112.9033203125,29554.53125
"115","PSID",0,45,17,0,0,1,0,0,16112.9033203125,17732.71875
"116","PSID",0,45,17,0,0,1,0,0,16112.9033203125,17732.71875
"117","PSID",0,45,17,0,0,1,0,0,16112.9033203125,17732.71875
"118","PSID",0,31,12,0,0,1,0,0,17903.2265625,0
"119","PSID",0,34,12,0,0,1,0,0,17903.2265625,63542.2421875
"120","PSID",0,34,12,0,0,1,0,0,17903.2265625,63542.2421875
"121","PSID",0,47,14,0,0,1,0,0,17903.2265625,22165.8984375
"122","PSID",0,35,16,0,0,1,0,0,19693.548828125,17732.71875
"123","PSID",0,43,17,0,0,1,0,0,21161.61328125,29554.53125
"124","PSID",0,25,12,1,0,1,0,0,21483.87109375,1220.60217285156
"125","PSID",0,29,15,0,0,0,0,0,21483.87109375,22313.671875
"126","PSID",0,31,12,0,0,1,0,0,21483.87109375,20688.171875
"127","PSID",0,52,12,0,0,1,0,0,21483.87109375,22165.8984375
"128","PSID",0,22,16,0,0,0,0,0,22558.064453125,32509.984375
"129","PSID",0,53,15,0,0,1,0,0,24169.35546875,28076.8046875
"130","PSID",0,29,17,0,0,1,0,0,25959.677734375,36898.83203125
"131","PSID",0,31,13,0,0,1,0,0,25959.677734375,39898.6171875
"132","PSID",0,35,12,0,0,1,0,0,26138.7109375,29554.53125
"133","PSID",0,29,16,0,0,1,0,0,26854.83984375,23643.625
"134","PSID",0,39,12,0,0,1,0,0,28645.16015625,31032.2578125
"135","PSID",0,37,14,0,0,1,0,0,32225.806640625,0
"136","PSID",0,30,14,0,0,1,0,0,32225.806640625,22165.8984375
"137","PSID",0,43,17,0,0,1,0,0,42251.61328125,41376.34375
"138","PSID",0,32,17,0,0,1,0,0,46548.38671875,39898.6171875
"139","PSID",0,44,12,0,0,1,0,0,71612.90625,81274.9609375
"140","PSID",0,32,16,0,0,1,0,577.983703613281,6910.64501953125,18609.01171875
"141","PSID",0,43,12,1,0,1,0,715.132385253906,1879.83874511719,5910.90625
"142","PSID",0,24,12,1,0,0,0,783.706726074219,0,10344.0859375
"143","PSID",0,22,13,0,0,0,0,783.706726074219,0,2305.25341796875
"144","PSID",0,35,15,0,0,1,0,979.633422851562,537.096740722656,0
"145","PSID",0,26,15,0,0,0,0,979.633422851562,1879.83874511719,3250.99853515625
"146","PSID",0,29,17,0,0,1,0,979.633422851562,8951.61328125,0
"147","PSID",0,23,12,1,0,0,0,1077.5966796875,3222.58056640625,5910.90625
"148","PSID",0,19,12,0,0,1,0,1154.00805664062,8593.548828125,26599.078125
"149","PSID",0,48,16,0,0,1,0,1240.21594238281,1466.27416992188,1152.62670898438
"150","PSID",0,48,16,0,0,1,0,1240.21594238281,1466.27416992188,1152.62670898438
"151","PSID",0,22,12,1,0,1,0,1269.60485839844,0,0
"152","PSID",0,20,12,1,0,0,0,1367.56823730469,12532.2578125,2955.453125
"153","PSID",0,24,17,0,0,1,0,1371.48681640625,0,24825.806640625
"154","PSID",0,27,16,0,0,1,0,1469.45007324219,1253.22583007812,4363.7265625
"155","PSID",0,21,14,0,0,0,0,1506.67614746094,2685.48388671875,11082.94921875
"156","PSID",0,53,13,0,0,1,0,1567.41345214844,3938.70971679688,4728.72509765625
"157","PSID",0,53,13,0,0,1,0,1567.41345214844,3938.70971679688,4728.72509765625
"158","PSID",0,53,16,0,0,1,0,1665.37683105469,0,2955.453125
"159","PSID",0,22,15,0,0,1,0,1763.34008789062,5370.9677734375,22165.8984375
"160","PSID",0,21,15,0,0,0,0,1763.34008789062,9667.7421875,4137.63427734375
"161","PSID",0,30,12,0,0,1,0,1959.26684570312,1790.32263183594,1477.7265625
"162","PSID",0,21,12,1,0,0,0,1959.26684570312,5460.48388671875,1152.62670898438
"163","PSID",0,27,16,0,0,1,0,1959.26684570312,17545.16015625,21427.03515625
"164","PSID",0,22,15,0,0,0,0,1967.10388183594,2864.51611328125,5024.2705078125
"165","PSID",0,22,12,1,0,1,0,2006.28918457031,2470.64526367188,0
"166","PSID",0,23,13,0,0,1,0,2155.19360351562,5370.9677734375,11378.4951171875
"167","PSID",0,33,12,0,0,1,0,2351.1201171875,0,2770.7373046875
"168","PSID",0,24,13,0,0,0,0,2351.1201171875,3127.69360351562,14777.265625
"169","PSID",0,20,12,1,0,0,0,2351.1201171875,4475.806640625,17732.71875
"170","PSID",0,22,16,0,0,0,0,2351.1201171875,23274.193359375,25860.21484375
"171","PSID",0,19,12,0,0,1,0,2547.046875,10741.9345703125,0
"172","PSID",0,22,15,0,0,1,0,2547.046875,17187.09765625,25860.21484375
"173","PSID",0,43,14,0,0,1,0,2645.01025390625,0,6992.60205078125
"174","PSID",0,39,12,0,0,1,0,2742.97338867188,7161.29052734375,11821.8134765625
"175","PSID",0,28,12,1,0,0,0,2938.90014648438,2864.51611328125,0
"176","PSID",0,19,14,0,0,0,0,2938.90014648438,3222.58056640625,0
"177","PSID",0,26,17,0,0,1,0,2938.90014648438,12532.2578125,23643.625
"178","PSID",0,18,12,0,0,1,0,3134.82690429688,11100,20688.171875
"179","PSID",0,23,15,0,0,1,0,3320.95727539062,2506.45166015625,9974.654296875
"180","PSID",0,24,12,1,0,0,0,3330.75366210938,4654.8388671875,11821.8134765625
"181","PSID",0,27,12,0,0,1,0,3526.68017578125,0,5910.90625
"182","PSID",0,29,17,0,0,1,0,3526.68017578125,15217.7421875,24382.48828125
"183","PSID",0,22,12,1,0,0,0,3579.58032226562,17133.38671875,11821.8134765625
"184","PSID",0,27,12,0,0,1,0,3722.60693359375,254.225814819336,1090.56225585938
"185","PSID",0,27,15,0,0,1,0,3722.60693359375,4654.8388671875,19210.4453125
"186","PSID",0,20,12,1,0,0,0,3730.44409179688,8951.61328125,13299.5390625
"187","PSID",0,27,12,1,0,1,0,3918.53369140625,1994.41943359375,17732.71875
"188","PSID",0,23,12,1,0,1,0,3918.53369140625,2864.51611328125,8866.359375
"189","PSID",0,23,12,1,0,1,0,3918.53369140625,11637.0966796875,9752.9951171875
"190","PSID",0,22,12,0,0,1,0,3918.53369140625,15396.7744140625,39898.6171875
"191","PSID",0,31,12,1,0,1,0,3918.53369140625,18440.322265625,24973.578125
"192","PSID",0,26,17,0,0,0,0,4173.23828125,11637.0966796875,9457.4501953125
"193","PSID",0,20,12,0,0,1,0,4310.38720703125,0,4433.1796875
"194","PSID",0,30,17,0,0,1,0,4310.38720703125,4296.7744140625,22476.220703125
"195","PSID",0,42,16,0,0,0,0,4398.55419921875,17903.2265625,16254.9921875
"196","PSID",0,21,14,0,0,1,0,4506.3134765625,9309.677734375,23052.53515625
"197","PSID",0,25,16,0,0,1,0,4604.27685546875,2954.0322265625,0
"198","PSID",0,27,15,0,0,1,0,4702.240234375,0,0
"199","PSID",0,26,17,0,0,1,0,4702.240234375,19693.548828125,26599.078125
"200","PSID",0,29,16,0,0,1,0,4800.20361328125,17187.09765625,23643.625
"201","PSID",0,20,12,0,0,0,0,4811.95947265625,716.129028320312,0
"202","PSID",0,52,12,0,0,1,0,4898.1669921875,0,0
"203","PSID",0,23,17,0,0,0,0,4898.1669921875,2148.38720703125,33987.7109375
"204","PSID",0,21,14,0,0,1,0,4898.1669921875,7161.29052734375,17141.62890625
"205","PSID",0,24,16,0,0,0,0,4898.1669921875,8951.61328125,17732.71875
"206","PSID",0,30,17,0,0,1,0,4898.1669921875,12084.6767578125,5172.04296875
"207","PSID",0,25,17,0,0,0,0,4996.13037109375,17414.46875,5030.18115234375
"208","PSID",0,21,12,0,0,1,0,5094.09375,6803.2255859375,7388.6328125
"209","PSID",0,28,12,0,0,1,0,5094.09375,10741.9345703125,9014.1318359375
"210","PSID",0,20,12,0,0,1,0,5182.2607421875,6266.12890625,15244.2265625
"211","PSID",0,36,16,0,0,0,0,5290.0205078125,4833.87109375,5319.81591796875
"212","PSID",0,19,12,1,0,0,0,5387.98388671875,8056.45166015625,12117.3583984375
"213","PSID",0,21,12,1,0,1,0,5868.00390625,3043.54833984375,10048.541015625
"214","PSID",0,47,12,0,0,1,0,5868.00390625,9513.7744140625,5319.81591796875
"215","PSID",0,24,16,0,0,1,0,5877.80029296875,4833.87109375,33987.7109375
"216","PSID",0,24,12,1,0,1,0,5877.80029296875,8951.61328125,17732.71875
"217","PSID",0,25,17,0,0,1,0,5877.80029296875,10562.9033203125,30101.2890625
"218","PSID",0,21,16,0,0,1,0,5877.80029296875,10562.9033203125,16993.85546875
"219","PSID",0,31,12,1,0,1,0,5877.80029296875,11064.1943359375,15959.447265625
"220","PSID",0,26,14,0,0,1,0,5877.80029296875,13427.4189453125,31032.2578125
"221","PSID",0,22,12,1,0,0,0,5891.51513671875,10367.7578125,5763.1337890625
"222","PSID",0,20,13,1,0,0,0,5897.39306640625,12532.2578125,14777.265625
"223","PSID",0,20,13,0,1,1,0,6073.72705078125,10025.8056640625,27337.94140625
"224","PSID",0,27,14,0,0,1,0,6269.65380859375,0,26007.98828125
"225","PSID",0,26,12,0,0,0,0,6269.65380859375,11637.0966796875,10344.0859375
"226","PSID",0,23,17,0,0,1,0,6367.6171875,5370.9677734375,0
"227","PSID",0,23,12,1,0,0,0,6494.96923828125,12532.2578125,14186.1748046875
"228","PSID",0,22,12,1,0,0,0,6583.13671875,4475.806640625,0
"229","PSID",0,21,12,1,0,0,0,6661.50732421875,11458.0654296875,11208.5556640625
"230","PSID",0,21,12,0,0,1,0,6661.50732421875,12532.2578125,25121.3515625
"231","PSID",0,28,14,0,0,1,0,6739.8779296875,7877.41943359375,13742.857421875
"232","PSID",0,27,12,1,0,1,0,6855.474609375,0,8275.2685546875
"233","PSID",0,25,14,0,0,0,0,6857.43359375,1790.32263183594,0
"234","PSID",0,30,12,0,0,1,0,6857.43359375,3222.58056640625,3250.99853515625
"235","PSID",0,27,13,1,0,1,0,6857.43359375,4096.25830078125,24514.005859375
"236","PSID",0,22,13,0,0,0,0,6857.43359375,6266.12890625,17363.287109375
"237","PSID",0,23,16,0,0,1,0,6857.43359375,14143.5478515625,22165.8984375
"238","PSID",0,24,12,1,0,1,0,6857.43359375,14322.5810546875,26599.078125
"239","PSID",0,19,13,0,0,0,0,6857.43359375,15217.7421875,17732.71875
"240","PSID",0,21,14,0,0,1,0,6974.98974609375,11407.9345703125,17141.62890625
"241","PSID",0,29,17,0,0,1,0,7053.3603515625,7161.29052734375,8866.359375
"242","PSID",0,27,16,0,0,1,0,7053.3603515625,11637.0966796875,25121.3515625
"243","PSID",0,28,15,0,0,1,0,7249.287109375,15217.7421875,9161.9052734375
"244","PSID",0,26,12,0,0,1,0,7406.0283203125,0,2955.453125
"245","PSID",0,54,12,0,0,1,0,7445.2138671875,0,0
"246","PSID",0,28,15,1,0,0,0,7445.2138671875,0,12708.44921875
"247","PSID",0,27,15,0,0,1,0,7445.2138671875,10741.9345703125,18471.58203125
"248","PSID",0,26,13,0,0,0,0,7449.13232421875,5729.0322265625,9605.22265625
"249","PSID",0,21,12,0,0,1,0,7523.58447265625,7934.70947265625,0
"250","PSID",0,53,14,1,0,1,0,7641.140625,8421.677734375,8127.49609375
"251","PSID",0,21,13,0,0,1,0,7688.1630859375,12743.515625,11082.94921875
"252","PSID",0,22,13,0,0,0,0,7739.10400390625,3759.67749023438,16254.9921875
"253","PSID",0,27,16,0,0,0,0,7837.0673828125,0,0
"254","PSID",0,37,15,0,1,1,0,7837.0673828125,179.032257080078,11821.8134765625
"255","PSID",0,33,13,0,0,0,0,7837.0673828125,3580.64526367188,16254.9921875
"256","PSID",0,19,12,1,0,0,0,7837.0673828125,3759.67749023438,3694.31640625
"257","PSID",0,28,12,0,0,1,0,7837.0673828125,4475.806640625,15663.90234375
"258","PSID",0,32,12,1,0,1,0,7837.0673828125,5370.9677734375,8866.359375
"259","PSID",0,24,12,0,0,0,0,7837.0673828125,5370.9677734375,5910.90625
"260","PSID",0,22,12,0,0,0,0,7837.0673828125,7497.87109375,17732.71875
"261","PSID",0,20,12,1,0,1,0,7837.0673828125,8951.61328125,20688.171875
"262","PSID",0,23,12,0,0,1,0,7837.0673828125,8951.61328125,12058.2490234375
"263","PSID",0,27,12,1,0,1,0,7837.0673828125,8951.61328125,2210.67895507812
"264","PSID",0,23,12,1,0,1,0,7837.0673828125,12532.2578125,21870.353515625
"265","PSID",0,19,12,0,1,1,0,7837.0673828125,12532.2578125,13299.5390625
"266","PSID",0,27,14,0,0,0,0,7837.0673828125,14322.5810546875,16254.9921875
"267","PSID",0,22,16,0,0,1,0,7837.0673828125,16112.9033203125,16254.9921875
"268","PSID",0,42,12,0,0,1,0,7837.0673828125,16112.9033203125,15516.12890625
"269","PSID",0,20,13,0,0,0,0,7837.0673828125,17491.451171875,2216.58984375
"270","PSID",0,29,13,0,0,0,0,7958.5419921875,0,0
"271","PSID",0,23,12,1,0,1,0,7993.80859375,13427.4189453125,4433.1796875
"272","PSID",0,19,12,0,0,1,0,8054.5458984375,9309.677734375,11963.673828125
"273","PSID",0,21,12,1,0,1,0,8150.5498046875,13092.62890625,10583.4775390625
"274","PSID",0,26,12,0,0,1,0,8228.9208984375,13606.4521484375,11969.5849609375
"275","PSID",0,21,16,0,0,0,0,8228.9208984375,22379.03125,27337.94140625
"276","PSID",0,24,12,1,0,1,0,8275.943359375,15416.4677734375,8335.85546875
"277","PSID",0,29,12,0,0,1,0,8389.580078125,5908.064453125,14481.7197265625
"278","PSID",0,26,12,1,0,1,0,8616.85546875,8593.548828125,10344.0859375
"279","PSID",0,23,14,1,0,1,0,8675.6337890625,10398.1943359375,13003.994140625
"280","PSID",0,25,12,0,0,0,0,8683.470703125,9130.6455078125,15811.673828125
"281","PSID",0,21,12,0,0,1,0,8816.7001953125,5729.0322265625,18096.240234375
"282","PSID",0,25,12,1,0,0,0,8816.7001953125,6266.12890625,10344.0859375
"283","PSID",0,22,12,0,0,1,0,8816.7001953125,9939.87109375,15486.5751953125
"284","PSID",0,22,12,0,0,1,0,8816.7001953125,10741.9345703125,19653.763671875
"285","PSID",0,23,12,1,0,1,0,8816.7001953125,12174.1943359375,18471.58203125
"286","PSID",0,18,12,0,0,0,0,8816.7001953125,14322.5810546875,22165.8984375
"287","PSID",0,27,12,1,0,0,0,8816.7001953125,14322.5810546875,19210.4453125
"288","PSID",0,21,12,1,0,0,0,8816.7001953125,14859.6767578125,5578.41796875
"289","PSID",0,25,12,0,0,1,0,8816.7001953125,16112.9033203125,26599.078125
"290","PSID",0,21,13,0,0,1,0,8816.7001953125,17903.2265625,28224.578125
"291","PSID",0,27,12,0,0,1,0,8816.7001953125,44758.06640625,0
"292","PSID",0,23,12,0,0,1,0,8840.2119140625,7161.29052734375,10416.4951171875
"293","PSID",0,21,12,0,0,1,0,8867.6416015625,14995.7421875,17732.71875
"294","PSID",0,23,14,1,0,1,0,8934.2568359375,12532.2578125,8866.359375
"295","PSID",0,23,16,1,0,0,0,9012.626953125,16490.66015625,19210.4453125
"296","PSID",0,31,17,0,0,1,0,9012.626953125,29465.12890625,39817.34375
"297","PSID",0,27,12,1,0,1,0,9067.486328125,5370.9677734375,6649.76953125
"298","PSID",0,21,12,1,0,1,0,9169.3681640625,7161.29052734375,7388.6328125
"299","PSID",0,23,12,1,0,1,0,9169.3681640625,8271.2900390625,10403.1953125
"300","PSID",0,19,12,0,0,1,0,9208.5537109375,5550,11526.2666015625
"301","PSID",0,46,12,0,0,1,0,9284.9658203125,8504.0322265625,10376.595703125
"302","PSID",0,24,12,0,0,1,0,9371.1728515625,2864.51611328125,2216.58984375
"303","PSID",0,20,13,0,1,0,0,9404.48046875,0,8275.2685546875
"304","PSID",0,24,17,0,0,1,0,9404.48046875,5370.9677734375,22904.76171875
"305","PSID",0,23,12,0,0,1,0,9404.48046875,9130.6455078125,11821.8134765625
"306","PSID",0,34,12,0,0,1,0,9404.48046875,9166.451171875,23475.1640625
"307","PSID",0,35,12,0,0,1,0,9404.48046875,9313.2578125,11821.8134765625
"308","PSID",0,23,12,0,0,0,0,9404.48046875,11834.0322265625,16846.08203125
"309","PSID",0,21,14,1,0,0,0,9420.1552734375,5370.9677734375,9900.767578125
"310","PSID",0,21,12,0,1,1,0,9496.56640625,8772.5810546875,10512.546875
"311","PSID",0,26,12,0,0,1,0,9561.2216796875,0,13299.5390625
"312","PSID",0,23,13,0,0,1,0,9698.37109375,8593.548828125,23643.625
"313","PSID",0,27,12,0,1,1,0,9698.37109375,11279.0322265625,14038.40234375
"314","PSID",0,50,12,0,1,1,0,9788.4970703125,9846.7744140625,13299.5390625
"315","PSID",0,27,12,1,0,1,0,9796.333984375,0,11821.8134765625
"316","PSID",0,25,12,0,0,1,0,9796.333984375,2685.48388671875,25121.3515625
"317","PSID",0,21,12,1,0,1,0,9796.333984375,4296.7744140625,14777.265625
"318","PSID",0,21,13,0,0,1,0,9796.333984375,8593.548828125,28787.591796875
"319","PSID",0,33,12,1,0,0,0,9796.333984375,8951.61328125,0
"320","PSID",0,19,12,0,0,1,0,9796.333984375,9846.7744140625,20688.171875
"321","PSID",0,20,12,0,0,1,0,9796.333984375,10204.8388671875,29258.986328125
"322","PSID",0,22,12,1,0,1,0,9796.333984375,10741.9345703125,11162.7470703125
"323","PSID",0,32,12,0,0,1,0,9796.333984375,11458.0654296875,11821.8134765625
"324","PSID",0,24,13,0,0,1,0,9796.333984375,11458.0654296875,11526.2666015625
"325","PSID",0,29,12,1,0,1,0,9796.333984375,12532.2578125,19210.4453125
"326","PSID",0,23,12,1,0,1,0,9796.333984375,12532.2578125,11821.8134765625
"327","PSID",0,26,14,0,0,1,0,9796.333984375,13427.4189453125,20688.171875
"328","PSID",0,20,12,0,0,1,0,9796.333984375,13427.4189453125,10713.517578125
"329","PSID",0,27,12,1,0,1,0,9796.333984375,14322.5810546875,11821.8134765625
"330","PSID",0,24,12,1,0,1,0,9796.333984375,14322.5810546875,33987.7109375
"331","PSID",0,24,17,0,0,0,0,9796.333984375,16112.9033203125,36943.1640625
"332","PSID",0,21,13,0,0,0,0,9796.333984375,16112.9033203125,20688.171875
"333","PSID",0,25,12,1,0,1,0,9796.333984375,21483.87109375,6649.76953125
"334","PSID",0,30,12,1,0,1,0,9796.333984375,25064.515625,29554.53125
"335","PSID",0,26,12,1,0,0,0,9913.8896484375,10741.9345703125,15619.5703125
"336","PSID",0,22,12,0,0,0,0,9951.1162109375,14322.5810546875,14777.265625
"337","PSID",0,47,12,0,0,1,0,9968.7490234375,10523.515625,11283.919921875
"338","PSID",0,22,12,0,0,0,0,9992.2607421875,15754.8388671875,19949.30859375
"339","PSID",0,31,12,1,0,1,0,10188.1865234375,8951.61328125,9605.22265625
"340","PSID",0,35,12,0,0,1,0,10188.1865234375,9309.677734375,11821.8134765625
"341","PSID",0,49,12,0,0,1,0,10231.291015625,11082.0966796875,6537.46240234375
"342","PSID",0,25,13,1,0,0,0,10246.96484375,15396.7744140625,12486.7900390625
"343","PSID",0,23,12,0,0,1,0,10290.0693359375,10562.9033203125,9221.013671875
"344","PSID",0,25,17,0,0,1,0,10384.1142578125,22004.85546875,49429.953125
"345","PSID",0,23,16,0,0,1,0,10384.1142578125,26854.83984375,11821.8134765625
"346","PSID",0,34,17,0,0,0,0,10580.041015625,7161.29052734375,5910.90625
"347","PSID",0,21,12,0,0,1,0,10580.041015625,8056.45166015625,12117.3583984375
"348","PSID",0,27,12,1,0,0,0,10623.14453125,3222.58056640625,8866.359375
"349","PSID",0,23,12,0,0,1,0,10775.966796875,5370.9677734375,11821.8134765625
"350","PSID",0,23,12,0,0,1,0,10775.966796875,7161.29052734375,16993.85546875
"351","PSID",0,32,17,0,0,0,0,10775.966796875,7161.29052734375,0
"352","PSID",0,27,12,1,0,1,0,10775.966796875,8951.61328125,7536.4052734375
"353","PSID",0,24,12,1,0,0,0,10775.966796875,9309.677734375,8275.2685546875
"354","PSID",0,34,12,0,0,1,0,10775.966796875,11637.0966796875,14186.1748046875
"355","PSID",0,29,12,0,0,1,0,10775.966796875,12532.2578125,25860.21484375
"356","PSID",0,28,14,0,0,1,0,10775.966796875,13427.4189453125,0
"357","PSID",0,18,12,0,0,0,0,10775.966796875,14322.5810546875,21427.03515625
"358","PSID",0,20,12,1,0,0,0,10775.966796875,16372.5,29554.53125
"359","PSID",0,25,13,0,0,1,0,10775.966796875,16739.515625,18966.62109375
"360","PSID",0,23,12,1,0,1,0,10775.966796875,20481.2890625,29391.982421875
"361","PSID",0,26,17,0,0,1,0,10775.966796875,29182.2578125,35465.4375
"362","PSID",0,24,12,0,0,0,0,10873.9306640625,15754.8388671875,20132.546875
"363","PSID",0,23,12,0,0,1,0,10971.8935546875,10204.8388671875,31032.2578125
"364","PSID",0,23,16,0,0,0,0,10971.8935546875,18798.38671875,20924.607421875
"365","PSID",0,26,12,1,0,1,0,11167.8212890625,1074.19348144531,8866.359375
"366","PSID",0,46,12,0,0,1,0,11167.8212890625,7161.29052734375,17732.71875
"367","PSID",0,23,12,1,0,1,0,11167.8212890625,7812.9677734375,14777.265625
"368","PSID",0,41,12,0,0,1,0,11167.8212890625,10741.9345703125,12412.9033203125
